Postion|$|title|$|website|$|location|$|rating|$|reviews|$|hourlyRate|$|miniProjSize|$|empSize
1100|$|SYNERGY Consulting|$|https://synergyconsulting.us/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|NY, NY|$|5.0|$|13 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
1101|$|Sparkle Appz|$|http://www.sparkleappz.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Jodhpur, India|$|5.0|$|7 reviews|$|< $25 / hr|$|$1,000+|$|2 - 9
1102|$|TopDevs Inc.|$|https://topdevs.org/services/mobile-app-development/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|London, United Kingdom|$|5.0|$|6 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
1103|$|Euvic|$|https://www.euvic.com|$|Gliwice, Poland|$|4.8|$|13 reviews|$|$25 - $49 / hr|$|$5,000+|$|1,000 - 9,999
1104|$|Whimsy Games|$|https://www.whimsygames.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Kyiv, Ukraine|$|5.0|$|15 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
1105|$|Tapadoo|$|http://tapadoo.com/|$|Dublin, Ireland|$|4.9|$|4 reviews|$|$100 - $149 / hr|$|$10,000+|$|10 - 49
1106|$|ZESIUM|$|http://zesium.com/|$|Novi Sad, Serbia|$|5.0|$|6 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
1107|$|appsolute GmbH|$|https://www.appsolute.de/|$|Wörth am Rhein, Germany|$|4.8|$|4 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
1108|$|World Web Technology Pvt. Ltd.|$|https://www.worldwebtechnology.com|$|Dover, DE|$|4.9|$|16 reviews|$|< $25 / hr|$|$1,000+|$|50 - 249
1109|$|Cerebrum Infotech|$|https://www.cerebruminfotech.com|$|Emeryville, CA|$|5.0|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
1110|$|Canopas Software|$|https://canopas.com/|$|Surat, India|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
1111|$|Chetu, Inc.|$|http://www.chetu.com|$|Sunrise, FL|$|4.3|$|58 reviews|$|Undisclosed|$|$10,000+|$|1,000 - 9,999
1112|$|ORA|$|http://orainteractive.com/?utm_source=clutch&utm_medium=referral|$|Chicago, IL|$|5.0|$|7 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
1113|$|INMEDIATUM|$|https://inmediatum.com/|$|Guadalajara, Mexico|$|5.0|$|6 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
1114|$|OneByte|$|https://onebytellc.com/|$|Lahore, Pakistan|$|5.0|$|10 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
1115|$|NetWeb Technologies|$|https://netwebtechnologies.com/|$|Amritsar, India|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
1116|$|Tack Mobile|$|https://www.tackmobile.com/?utm_source=clutch.co&utm_medium=referral|$|Denver, CO|$|4.7|$|6 reviews|$|$150 - $199 / hr|$|$75,000+|$|10 - 49
1117|$|Krootl|$|https://krootl.com|$|Kyiv, Ukraine|$|5.0|$|5 reviews|$|$25 - $49 / hr|$|$25,000+|$|10 - 49
1118|$|Faction Studio|$|http://www.factionstudio.com/?utm_source=clutch.co&utm_medium=referral|$|Brooklyn, NY|$|4.7|$|11 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
1119|$|ORIL|$|https://oril.co/|$|Miami, FL|$|5.0|$|12 reviews|$|$25 - $49 / hr|$|$50,000+|$|50 - 249
1120|$|Byte Sigma|$|https://bytesigma.com/|$|Wilmington, DE|$|4.8|$|5 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
1121|$|Supercharge|$|http://www.supercharge.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|London, United Kingdom|$|4.8|$|14 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
1122|$|Syberry|$|https://www.syberry.com/?utm_source=clutch.co&utm_medium=referral|$|Austin, TX|$|5.0|$|12 reviews|$|$25 - $49 / hr|$|$50,000+|$|250 - 999
1123|$|Magespider Infoweb Pvt. Ltd.|$|https://www.magespider.com/|$|Ahmedabad, India|$|4.7|$|30 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
1124|$|Neontri|$|https://neontri.com|$|Warszawa, Poland|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
1125|$|AppSquadz|$|http://www.appsquadz.com/?utm_source=clutch&utm_medium=referral|$|east Stroudsburg, PA|$|4.5|$|26 reviews|$|< $25 / hr|$|$1,000+|$|50 - 249
1126|$|Melon|$|http://melontech.com|$|Sofia, Bulgaria|$|4.8|$|24 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
1127|$|Codable Studio|$|https://codable.studio|$|Zagreb, Croatia|$|5.0|$|8 reviews|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
1128|$|Addevice|$|http://addevice.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Yerevan, Armenia|$|5.0|$|10 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
1129|$|Tvisha Technologies Inc|$|http://www.tvisha.com/?utm_source=clutch&utm_medium=referral|$|Edison, NJ|$|4.6|$|20 reviews|$|$25 - $49 / hr|$|$1,000+|$|50 - 249
1130|$|Retrocube|$|https://www.retrocube.com/|$|Dallas, TX|$|4.8|$|11 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
1131|$|CloudConverge|$|https://www.cloudconverge.io/|$|New Delhi, India|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
1132|$|Esferasoft Solutions Pvt. Ltd.|$|https://www.esferasoft.com/|$|Sahibzada Ajit Singh Nagar, India|$|4.9|$|17 reviews|$|< $25 / hr|$|$10,000+|$|50 - 249
1133|$|EGO Creative Innovations|$|https://ego-cms.com/?utm_source=themanifest.com&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Hong Kong, Hong Kong|$|4.8|$|24 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
1134|$|Cloud Ten Labs|$|https://cloudtenlabs.com|$|Bakersfield, CA|$|4.9|$|20 reviews|$|$50 - $99 / hr|$|$10,000+|$|250 - 999
1135|$|Sneakers Apps|$|https://sneakersapps.com/?utm_source=clutch&utm_medium=referral|$|New York, NY|$|4.9|$|18 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
1136|$|Ventive|$|http://www.getventive.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Boise, ID|$|4.9|$|4 reviews|$|$150 - $199 / hr|$|$25,000+|$|50 - 249
1137|$|SVAP INFOTECH PVT. LTD.|$|https://www.svapinfotech.com/?utm_source=clutch.co&utm_medium=referral|$|Jaipur, India|$|4.6|$|22 reviews|$|< $25 / hr|$|$10,000+|$|250 - 999
1138|$|MindInventory|$|https://www.mindinventory.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Ahmedabad, India|$|4.7|$|33 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
1139|$|LeanCode|$|https://leancode.co|$|Warszawa, Poland|$|5.0|$|12 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
1140|$|Plastic Mobile|$|http://www.plasticmobile.com/|$|Toronto, Canada|$|4.2|$|3 reviews|$|$200 - $300 / hr|$|Undisclosed|$|50 - 249
1141|$|Despark|$|https://despark.com/|$|London, United Kingdom|$|4.7|$|13 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
1142|$|Silicon Graphics|$|https://www.silicongraphics.ae/?utm_source=clutch.co&utm_medium=referral|$|Dubai, United Arab Emirates|$|4.8|$|6 reviews|$|< $25 / hr|$|$10,000+|$|10 - 49
1143|$|Brossard App Design|$|https://brossarddesign.com/|$|Montréal, Canada|$|5.0|$|8 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
1144|$|Paras Technologies|$|https://parastechnologies.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers|$|Sahibzada Ajit Singh Nagar, India|$|4.7|$|18 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
1145|$|iphonedroid|$|https://iphonedroid.com/|$|Madrid, Spain|$|4.5|$|5 reviews|$|Undisclosed|$|$5,000+|$|10 - 49
1146|$|TERRAFORM|$|https://www.terraformcorp.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Calgary, Canada|$|4.4|$|20 reviews|$|$100 - $149 / hr|$|$50,000+|$|10 - 49
1147|$|Lasting Dynamics SRL|$|https://www.lastingdynamics.com/?utm_source=clutch.co&utm_medium=referral|$|Torre del Greco, Italy|$|5.0|$|13 reviews|$|$25 - $49 / hr|$|$50,000+|$|10 - 49
1148|$|Endive Software|$|https://www.endivesoftware.com/mobile-application-development-services/|$|Jaipur, India|$|4.7|$|25 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
1149|$|Touchtap|$|http://touchtap.com|$|Dallas, TX|$|5.0|$|4 reviews|$|$100 - $149 / hr|$|$50,000+|$|2 - 9
1150|$|Aglowid IT Solutions Pvt. Ltd.|$|https://aglowiditsolutions.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Ahmedabad, India|$|4.8|$|6 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
1151|$|AppIncubator|$|https://www.appincubator.io|$|San Francisco, CA|$|5.0|$|7 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
1152|$|WebcentriQ|$|https://webcentriq.com/|$|San Diego, CA|$|5.0|$|7 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
1153|$|SPEEDNET|$|https://speednet.pl/|$|Gdańsk, Poland|$|5.0|$|10 reviews|$|$50 - $99 / hr|$|$25,000+|$|50 - 249
1154|$|Appy Monkey|$|http://www.appymonkey.com|$|London, United Kingdom|$|5.0|$|10 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
1155|$|Narola Infotech Solutions LLP|$|http://www.narolainfotech.com/|$|New Jersey, NJ|$|4.9|$|63 reviews|$|$25 - $49 / hr|$|$10,000+|$|250 - 999
1156|$|Boston Technology Corporation|$|http://www.boston-technology.com/|$|Marlborough, MA|$|4.6|$|15 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
1157|$|Devscale|$|http://devscale.com/?utm_source=clutch.co&utm_medium=referral|$|Chicago, IL|$|5.0|$|8 reviews|$|$50 - $99 / hr|$|$50,000+|$|10 - 49
1158|$|InfiCare Technologies|$|http://www.inficaretech.com|$|Dulles, VA|$|4.9|$|12 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
1159|$|Agicent|$|https://www.agicent.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-application-developers|$|Noida, India|$|4.7|$|19 reviews|$|< $25 / hr|$|$25,000+|$|50 - 249
1160|$|Mobisoft Infotech|$|http://mobisoftinfotech.com/|$|Houston, TX|$|4.8|$|10 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
1161|$|WorksDelight|$|http://www.worksdelight.com|$|Mohali, India|$|4.9|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
1162|$|Lava X Technologies Sdn Bhd|$|https://www.lavax.co|$|Puchong, Malaysia|$|4.9|$|9 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
1163|$|Apiko|$|https://apiko.com|$|Ternopil, Ukraine|$|4.8|$|42 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
1164|$|ByteLion|$|https://www.bytelion.com|$|Cockeysville, MD|$|5.0|$|12 reviews|$|$100 - $149 / hr|$|$10,000+|$|10 - 49
1165|$|BDIT Engineering|$|https://bditengineering.com/?utm_source=clutch.co&utm_medium=referral|$|Novi Sad, Serbia|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
1166|$|Zipper Studios|$|https://zipperstudios.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-app-dev-global|$|Cluj-Napoca, Romania|$|5.0|$|22 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
1167|$|Nevina Infotech Pvt. Ltd.|$|https://nevinainfotech.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Ahmedabad, India|$|4.7|$|15 reviews|$|< $25 / hr|$|$10,000+|$|10 - 49
1168|$|iQlance Solutions|$|https://www.iqlance.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Ahmedabad, India|$|4.7|$|32 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
1169|$|SDI - Software Developers Inc|$|https://softwaredevelopersindia.com|$|Saratoga, CA|$|4.8|$|12 reviews|$|< $25 / hr|$|$1,000+|$|50 - 249
1170|$|Ptolemay|$|https://ptolemay.com/|$|Walnut, CA|$|5.0|$|9 reviews|$|$50 - $99 / hr|$|$25,000+|$|50 - 249
1171|$|Build Online|$|https://www.buildonline.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Mattoon, IL|$|4.4|$|6 reviews|$|$100 - $149 / hr|$|$50,000+|$|10 - 49
1172|$|Zennaxx|$|http://www.zennaxx.com|$|Rajkot, India|$|4.9|$|7 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
1173|$|CarbonTeq|$|https://carbonteq.com|$|Lahore, Pakistan|$|4.9|$|7 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
1174|$|TTT Studios|$|https://ttt.studio?utm_source=clutch.co&utm_medium=referral|$|Vancouver, Canada|$|5.0|$|23 reviews|$|$100 - $149 / hr|$|$50,000+|$|10 - 49
1175|$|NextAge Agile Development|$|https://www.nextage.com.br/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|CURITIBA, Brazil|$|5.0|$|6 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
1176|$|Esketchers|$|https://esketchers.com|$|Dallas, TX|$|4.8|$|9 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
1177|$|The Jed Mahonis Group|$|https://jmg.mn/?utm_source=clutch.co&utm_medium=referral|$|St. Louis Park, MN|$|5.0|$|12 reviews|$|$100 - $149 / hr|$|Undisclosed|$|10 - 49
1178|$|Apollo Matrix Inc.|$|http://www.apollomatrix.com|$|Bethesda, MD|$|4.6|$|7 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
1179|$|EC Infosolutions LLC|$|https://ecinfosolutions.com/?utm_source=clutch.co&utm_medium=referral|$|Lewes, DE 19958, DE|$|4.8|$|9 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
1180|$|Shout Digital|$|http://www.shoutdigital.com/?utm_source=clutch.co&utm_medium=referral|$|Newcastle upon Tyne, United Kingdom|$|4.8|$|6 reviews|$|$100 - $149 / hr|$|$50,000+|$|10 - 49
1181|$|Hathway|$|http://www.wearehathway.com/|$|San Luis Obispo, CA|$|5.0|$|3 reviews|$|$150 - $199 / hr|$|$10,000+|$|50 - 249
1182|$|Postlight|$|https://postlight.com/?utm_source=clutch&utm_medium=referral|$|New York, NY|$|4.8|$|11 reviews|$|Undisclosed|$|Undisclosed|$|50 - 249
1183|$|ZEREFLAB|$|https://zereflab.com|$|Lahore, Pakistan|$|5.0|$|5 reviews|$|$50 - $99 / hr|$|$1,000+|$|10 - 49
1184|$|Apptology FZCO|$|https://apptology.ae|$|Dubai, United Arab Emirates|$|5.0|$|6 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
1185|$|Stable Kernel|$|http://stablekernel.com|$|Atlanta, GA|$|4.9|$|5 reviews|$|$150 - $199 / hr|$|$100,000+|$|10 - 49
1186|$|Margelo|$|https://margelo.io|$|Wien, Austria|$|4.5|$|1 review|$|$100 - $149 / hr|$|$5,000+|$|10 - 49
1187|$|Ideamotive|$|https://www.ideamotive.co/clutch?utm_source=clutch.co&utm_medium=referral|$|Warszawa, Poland|$|5.0|$|26 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
1188|$|Consagous Technologies|$|https://www.consagous.co/|$|Indore, India|$|4.6|$|25 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
1189|$|Itexus|$|https://itexus.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=clutch-profile|$|Dover, DE|$|4.9|$|34 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
1190|$|YoungBrainz Infotech|$|http://youngbrainzinfotech.com/|$|Ahmedabad, India|$|5.0|$|5 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
1191|$|Devico|$|https://devico.io/|$|Kharkiv, Ukraine|$|5.0|$|13 reviews|$|$25 - $49 / hr|$|Undisclosed|$|50 - 249
1192|$|Groove Development, LLC|$|http://www.groovedevelopment.com/?utm_source=clutch.co&utm_medium=referral|$|Beaverton, OR|$|4.6|$|21 reviews|$|$150 - $199 / hr|$|$100,000+|$|2 - 9
1193|$|Appstem|$|http://www.appstem.com/|$|San Francisco, CA|$|5.0|$|12 reviews|$|$150 - $199 / hr|$|$50,000+|$|10 - 49
1194|$|Tmob Tech Inc.|$|http://tmobtech.com|$|Palo Alto, CA|$|5.0|$|4 reviews|$|$50 - $99 / hr|$|Undisclosed|$|50 - 249
1195|$|Dactyl Group s.r.o.|$|https://www.dactylgroup.com/en|$|Brno, Czech Republic|$|4.8|$|6 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
1196|$|BEETSOFT Co Ltd|$|https://beetsoft.com.vn/?utm_source=clutch&utm_medium=referral|$|Hanoi, Vietnam|$|5.0|$|12 reviews|$|< $25 / hr|$|$1,000+|$|250 - 999
1197|$|Mediapark|$|https://www.mediapark.com|$|Vilnius, Lithuania|$|4.7|$|5 reviews|$|$50 - $99 / hr|$|$5,000+|$|50 - 249
1198|$|ITCraftship|$|https://itcraftship.com/?utm_source=clutch.co&utm_medium=referral|$|Warszawa, Poland|$|4.9|$|13 reviews|$|$50 - $99 / hr|$|$50,000+|$|10 - 49
1199|$|AnvilEight|$|https://anvileight.com/|$|Kharkiv, Ukraine|$|4.6|$|13 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
1200|$|Appycodes|$|https://appycodes.dev|$|Siliguri, India|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
1201|$|Theodo|$|https://www.theodo.co.uk/?utm_source=clutch.co&utm_medium=referral|$|London, United Kingdom|$|4.7|$|13 reviews|$|Undisclosed|$|$25,000+|$|10 - 49
1202|$|DevelopWay CJSC|$|https://developway.org/|$|Yerevan, Armenia|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
1203|$|Fresh Lime Soft|$|http://freshlimesoft.com/?utm_source=clutch.co&utm_medium=referral|$|Batumi, Georgia|$|5.0|$|9 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
1204|$|Locastic|$|http://www.locastic.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Split, Croatia|$|5.0|$|16 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
1205|$|Digicorp Information Systems Pvt. Ltd.|$|https://www.digi-corp.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Frisco, TX|$|4.6|$|10 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
1206|$|Mumble|$|https://www.mumbleideas.it|$|Formigine, Italy|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
1207|$|Weavers Web Solutions Pvt Ltd|$|https://www.weavers-web.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Kolkata, India|$|4.8|$|13 reviews|$|< $25 / hr|$|$1,000+|$|50 - 249
1208|$|Warp Development|$|http://www.warpdevelopment.com/|$|Cape Town, South Africa|$|4.8|$|4 reviews|$|$50 - $99 / hr|$|$5,000+|$|50 - 249
1209|$|Espeo Software|$|https://espeo.eu/?utm_source=clutch.co&utm_medium=referral|$|Helsinki, Finland|$|4.7|$|35 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
1210|$|Mind Studios|$|https://themindstudios.com/?utm_source=clutch&utm_medium=link&utm_campaign=clutch.co|$|Fairfax, VA|$|4.8|$|13 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
1211|$|Ucodice Technologies Private Limited|$|https://www.ucodice.com/?utm_source=clutch.co&utm_medium=referral|$|Noida, India|$|4.9|$|10 reviews|$|< $25 / hr|$|$10,000+|$|10 - 49
1212|$|Eden Agency|$|https://eden.agency|$|Leeds, United Kingdom|$|4.8|$|15 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
1213|$|Guru Technolabs|$|https://www.gurutechnolabs.com/|$|Rajkot, India|$|5.0|$|25 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
1214|$|Mad Devs|$|https://maddevs.io|$|London, United Kingdom|$|4.9|$|17 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
1215|$|Inova LLC|$|https://www.inovaeg.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Alexandria, Egypt|$|5.0|$|6 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
1216|$|Beyond ITL|$|http://www.beyondtechbd.com/?utm_source=clutch.co&utm_medium=referral|$|Houston, TX|$|4.6|$|4 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
1217|$|StartupSoft|$|https://www.startupsoft.com/?utm_source=clutch.co&utm_medium=referral|$|L'viv, Ukraine|$|5.0|$|13 reviews|$|$25 - $49 / hr|$|$100,000+|$|50 - 249
1218|$|Rainstreamweb|$|https://rainstreamweb.com/|$|Ahmedabad, India|$|5.0|$|8 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
1219|$|Tap Clinic|$|http://www.tap.clinic|$|Half Moon Bay, CA|$|5.0|$|4 reviews|$|$200 - $300 / hr|$|$100,000+|$|10 - 49
1220|$|Osellus Mobile|$|http://www.osellus-mobile.com/|$|Toronto, Canada|$|5.0|$|6 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
1221|$|Lakeview Labs|$|https://lakeviewlabs.io|$|Chicago, IL|$|5.0|$|9 reviews|$|$100 - $149 / hr|$|$10,000+|$|2 - 9
1222|$|Grepix Infotech Pvt.Ltd.|$|https://www.grepixit.com/|$|Noida, India|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
1223|$|EIGHT25MOBILE|$|http://www.eight25mobile.com|$|Fremont, CA|$|4.9|$|10 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
1224|$|Geeks Ltd|$|https://www.geeks.ltd.uk/?utm_source=clutch.co&utm_medium=referral|$|Sutton, United Kingdom|$|4.6|$|17 reviews|$|$100 - $149 / hr|$|$50,000+|$|50 - 249
1225|$|LoopStudio|$|https://loopstudio.dev/|$|Montevideo, Uruguay|$|5.0|$|11 reviews|$|$50 - $99 / hr|$|$25,000+|$|50 - 249
1226|$|Better Software Group|$|http://bsgroup.eu|$|Wrocław, Poland|$|4.9|$|28 reviews|$|$50 - $99 / hr|$|$25,000+|$|50 - 249
1227|$|AppEmporio|$|https://www.appemporio.com|$|Santa Clarita, CA|$|5.0|$|26 reviews|$|$150 - $199 / hr|$|$25,000+|$|50 - 249
1228|$|Koderspedia|$|https://www.koderspedia.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Palo Alto, CA|$|5.0|$|9 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
1229|$|HUSPI|$|https://huspi.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Rzeszów, Poland|$|5.0|$|20 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
1230|$|CodeStore|$|https://www.codestoresolutions.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-application-developers|$|Noida, India|$|4.7|$|9 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
1231|$|Leaware|$|https://www.leaware.com/|$|Toruń, Poland|$|4.6|$|19 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
1232|$|Eight Bit Studios|$|https://eightbitstudios.com/?utm_source=clutch.co&utm_medium=referral|$|Chicago, IL|$|4.9|$|28 reviews|$|$150 - $199 / hr|$|$75,000+|$|10 - 49
1233|$|molfar.io|$|https://www.molfar.io/|$|Dnipropetrovs'k, Ukraine|$|5.0|$|14 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
1234|$|Successive Technologies|$|https://successive.tech/?utm_source=clutch.co&utm_medium=referral|$|Raleigh, NC|$|4.8|$|17 reviews|$|$25 - $49 / hr|$|$10,000+|$|250 - 999
1235|$|DreamSoft4u|$|http://dreamsoft4u.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Elkridge, MD|$|4.5|$|24 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
1236|$|GRIP Software Solutions|$|https://www.gripcomms.com|$|Dublin, Ireland|$|4.9|$|12 reviews|$|$100 - $149 / hr|$|$10,000+|$|2 - 9
1237|$|OneClick LLC|$|https://oneclick.life/|$|Amsterdam, Netherlands|$|5.0|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
1238|$|Antagosoft|$|https://antagosoft.com/|$|Kyiv, Ukraine|$|4.9|$|9 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
1239|$|TouchZen Media|$|http://www.touchzen.app|$|Los Angeles, CA|$|5.0|$|7 reviews|$|$50 - $99 / hr|$|$5,000+|$|2 - 9
1240|$|Redops LLC|$|https://www.redops.am|$|Ottawa, Canada|$|5.0|$|11 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
1241|$|July Rapid|$|https://dnaspaces.cisco.com|$|San Francisco, CA|$|4.5|$|9 reviews|$|$50 - $99 / hr|$|$25,000+|$|50 - 249
1242|$|TechNerds Inc.|$|https://technerds.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Miami Beach, FL|$|5.0|$|12 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
1243|$|300.codes|$|https://300.codes|$|Warszawa, Poland|$|5.0|$|10 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
1244|$|TangoCode|$|https://tangocode.com/|$|Chicago, IL|$|5.0|$|13 reviews|$|$100 - $149 / hr|$|$50,000+|$|10 - 49
1245|$|Verve Systems Pvt. Ltd.|$|https://www.vervesys.com/|$|Ahmedabad, India|$|5.0|$|1 review|$|< $25 / hr|$|$1,000+|$|50 - 249
1246|$|Crema|$|https://crema.us?utm_source=clutch.co&utm_medium=referral|$|Kansas City, MO|$|4.9|$|9 reviews|$|$150 - $199 / hr|$|$25,000+|$|50 - 249
1247|$|Mango Projects Inc.|$|https://www.mangoprojects.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Surrey, Canada|$|4.9|$|17 reviews|$|$50 - $99 / hr|$|$1,000+|$|10 - 49
1248|$|Centogram|$|http://www.centogram.com/?utm_source=clutch.co&utm_medium=referral|$|Cincinnati, OH|$|5.0|$|10 reviews|$|$100 - $149 / hr|$|$10,000+|$|2 - 9
1249|$|ScrumLaunch|$|https://www.scrumlaunch.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Austin, TX|$|5.0|$|8 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
